year,month,prefecture,foreign_total,korea,china,taiwan,usa,hongkong,thailand,singapore,australia,korea_visitors,china_visitors,taiwan_visitors,usa_visitors,hongkong_visitors,thailand_visitors,singapore_visitors,australia_visitors,avg_temp,rainfall
2025,8,愛知県,347530,34920,136410,77490,7960,22560,3230,1210,2650,660917,1018747,620753,194525,226069,35499,20512,41250,30.7,28.0
2025,8,京都府,1300760,48120,409430,90940,118260,22500,5610,6810,26370,660917,1018747,620753,194525,226069,35499,20512,41250,30.2,305.5
2025,8,大阪府,1895670,159570,751660,193470,101430,69250,19360,15960,32480,660917,1018747,620753,194525,226069,35499,20512,41250,30.8,54.5
2025,8,広島県,144520,7850,9600,10780,15520,3540,570,920,4340,660917,1018747,620753,194525,226069,35499,20512,41250,29.7,273.0
2025,8,福岡県,643620,223190,113940,137500,11230,77290,4730,4000,2560,660917,1018747,620753,194525,226069,35499,20512,41250,29.9,297.5
2025,8,鹿児島県,27030,4690,10510,3750,1060,630,40,130,300,660917,1018747,620753,194525,226069,35499,20512,41250,29.6,341.5
2025,8,沖縄県,653350,85700,116500,236580,54240,52070,2370,1110,3420,660917,1018747,620753,194525,226069,35499,20512,41250,29.5,223.5
2025,9,北海道,579790,153170,68010,152690,28820,35590,11560,16270,9090,670563,775657,526982,224793,149472,51283,40495,96610,20.7,161.0
2025,9,東京都,3872510,254830,660260,257360,583160,94520,40480,74660,223960,670563,775657,526982,224793,149472,51283,40495,96610,26.5,203.5
2025,9,長野県,82670,3060,8280,14010,5990,2910,2320,2600,4300,670563,775657,526982,224793,149472,51283,40495,96610,23.5,103.5
2025,9,愛知県,308030,45010,86710,65770,10360,12980,6420,4520,7230,670563,775657,526982,224793,149472,51283,40495,96610,27.5,159.0
2025,9,京都府,1255580,44780,247370,76730,173090,15480,8040,14380,67280,670563,775657,526982,224793,149472,51283,40495,96610,27.6,90.5
2025,9,大阪府,1419730,125580,354840,131730,110180,37700,21350,27610,71010,670563,775657,526982,224793,149472,51283,40495,96610,28.1,158.0
2025,9,広島県,156440,7550,8260,8760,17680,2940,460,1090,14090,670563,775657,526982,224793,149472,51283,40495,96610,27.0,214.5
2025,9,福岡県,593280,202540,98850,120040,15820,64330,5840,8760,6080,670563,775657,526982,224793,149472,51283,40495,96610,28.0,116.0
2025,9,鹿児島県,36170,7720,9780,3970,3850,590,90,390,910,670563,775657,526982,224793,149472,51283,40495,96610,28.6,219.5
2025,9,沖縄県,585250,96120,83730,206440,57240,37530,2640,1070,5760,670563,775657,526982,224793,149472,51283,40495,96610,29.7,92.0
2025,10,北海道,811040,178980,97240,203460,41590,59380,35540,34860,12460,867261,715804,595915,335744,196017,125894,65745,96158,11.9,55.0
2025,10,東京都,4613900,315420,676540,294200,825380,109640,97980,123880,255600,867261,715804,595915,335744,196017,125894,65745,96158,18.5,106.5
2025,10,長野県,180920,11120,18250,36690,11000,8910,14410,7730,7450,867261,715804,595915,335744,196017,125894,65745,96158,15.8,145.5
2025,10,愛知県,421870,70370,103170,77950,14450,22420,18230,10340,10140,867261,715804,595915,335744,196017,125894,65745,96158,20.1,132.5
2025,10,京都府,1499470,61930,254990,75310,231030,16940,13160,27460,83850,867261,715804,595915,335744,196017,125894,65745,96158,20.6,163.5
2025,10,大阪府,2055280,256800,519460,171710,179080,56080,54230,47280,87400,867261,715804,595915,335744,196017,125894,65745,96158,21.1,101.0
2025,10,広島県,229710,11470,11420,12580,27850,3710,1190,2610,18330,867261,715804,595915,335744,196017,125894,65745,96158,21.0,92.0
2025,10,福岡県,717500,246490,107790,123970,22770,58760,18620,14800,8980,867261,715804,595915,335744,196017,125894,65745,96158,22.4,128.0
2025,10,鹿児島県,57470,15710,14990,5180,3510,1090,470,1280,1190,867261,715804,595915,335744,196017,125894,65745,96158,24.6,97.0
2025,10,沖縄県,647170,124300,85390,188780,61080,32600,4040,3860,5770,867261,715804,595915,335744,196017,125894,65745,96158,28.0,209.0
2025,11,北海道,649760,159080,88510,169770,25110,48540,26710,25560,11170,824567,562184,542389,302547,207633,117396,89393,85631,5.4,164.0
2025,11,東京都,4247930,265740,495530,268690,804430,126470,130500,163990,230350,824567,562184,542389,302547,207633,117396,89393,85631,12.8,17.0
2025,11,長野県,139700,4700,10760,22410,12100,5850,10260,8580,7570,824567,562184,542389,302547,207633,117396,89393,85631,7.7,30.0
2025,11,愛知県,399300,52490,84920,75510,15620,24070,20160,14590,10710,824567,562184,542389,302547,207633,117396,89393,85631,12.8,34.0
2025,11,京都府,1347000,63460,196090,92370,208680,27740,18410,34990,67440,824567,562184,542389,302547,207633,117396,89393,85631,12.5,27.5
2025,11,大阪府,1955030,259420,405400,157070,200490,72990,51360,69360,89190,824567,562184,542389,302547,207633,117396,89393,85631,13.9,28.0
2025,11,広島県,192000,11050,9540,11420,24030,4900,1160,3170,14790,824567,562184,542389,302547,207633,117396,89393,85631,13.3,33.0
2025,11,福岡県,644420,196310,69470,119310,32770,63120,21640,21100,11930,824567,562184,542389,302547,207633,117396,89393,85631,14.8,28.0
2025,11,鹿児島県,62970,24480,7240,7920,4580,1350,310,2170,1270,824567,562184,542389,302547,207633,117396,89393,85631,16.5,51.5
2025,11,沖縄県,479460,87720,40720,153320,41120,30790,2900,3230,4430,824567,562184,542389,302547,207633,117396,89393,85631,23.4,165.0
2025,12,北海道,1556600,304030,217000,267430,54770,105850,92300,155020,52370,974239,330435,588409,270704,291133,174009,140646,121329,-0.1,110.5
2025,12,東京都,4519610,400020,494810,384960,681310,204090,200360,293600,272690,974239,330435,588409,270704,291133,174009,140646,121329,8.4,36.5
2025,12,長野県,213820,2140,17910,28280,13470,20580,14060,37460,21100,974239,330435,588409,270704,291133,174009,140646,121329,2.9,67.0
2025,12,愛知県,361330,66040,40490,80000,11150,27590,21260,23100,6900,974239,330435,588409,270704,291133,174009,140646,121329,8.2,61.0
2025,12,京都府,1181500,87690,163400,132910,166460,45420,32130,58700,75180,974239,330435,588409,270704,291133,174009,140646,121329,8.3,57.5
2025,12,大阪府,1860320,336700,244440,188810,139950,103600,91020,118410,91620,974239,330435,588409,270704,291133,174009,140646,121329,9.6,59.5
2025,12,広島県,132020,17010,8860,14440,15110,5750,1460,4760,12610,974239,330435,588409,270704,291133,174009,140646,121329,8.3,30.0
2025,12,福岡県,760200,277490,67290,146780,20650,84930,30900,33550,8720,974239,330435,588409,270704,291133,174009,140646,121329,10.4,58.5
2025,12,鹿児島県,66580,34340,5400,7810,3390,1640,570,2810,920,974239,330435,588409,270704,291133,174009,140646,121329,11.8,27.5
2025,12,沖縄県,440220,88920,20600,149410,35590,46020,5290,11160,1810,974239,330435,588409,270704,291133,174009,140646,121329,20.1,82.0
